ID,DOCUMENT,LABEL
4431,"
							App shows wrong song
							
						",TroubleShooting
4432,"
							Logging in
							
						",TroubleShooting
4433,"
							Error Code 11 & 13
							
						",TroubleShooting
4434,"
							Change playlist recommendations from German back t...
							
						",TroubleShooting
4435,"
							Storage probleme / Local Files
							
						",TroubleShooting
4436,"
							""spotify can't play this right now"" Message on eve...
							
						",TroubleShooting
4437,"
							Fix for corrupted song name/album/artist for files...
							
						",TroubleShooting
4438,"
							Username is Gibberish
							
						",TroubleShooting
4439,"
							Spotify playing song over and over. Can't pause/sk...
							
						",TroubleShooting
4440,"
							Queue confusion
							
						",TroubleShooting
4441,"
							Public playlist does not show to others
							
						",TroubleShooting
4442,"
							No puedo ver mis artistas m??s escuchados actuales.
							
						",TroubleShooting
4443,"
							Podcasts on desktop?
							
						",TroubleShooting
4444,"
							Problem with an ad (sorry if I spammed this messag...
							
						",TroubleShooting
4445,"
							Podcast episodes are not sorted correctly
							
						",TroubleShooting
4446,"
							Change date added/preserve date added when adding ...
							
						",TroubleShooting
4447,"
							Can't play certain songs anymore or at all
							
						",TroubleShooting
4448,"
							Wont launch tv
							
						",TroubleShooting
4449,"
							People I follow no longer visible in sidebar
							
						",TroubleShooting
4450,"
							Discover weekly not updating!
							
						",TroubleShooting
4451,"
							Friend activity
							
						",TroubleShooting
4452,"
							Can't play the current track
							
						",TroubleShooting
4453,"
							Minimize restore animations Windows 10
							
						",TroubleShooting
4454,"
							Spotify sound lower
							
						",TroubleShooting
4455,"
							Spotify windows app not working
							
						",TroubleShooting
4456,"
							Is it possible to see how many times the Spotify c...
							
						",TroubleShooting
4457,"
							Can't play any song in Spotify app and spotify web...
							
						",TroubleShooting
4458,"
							Duda playlists ??rden alfab??tico.
							
						",TroubleShooting
4459,"
							Add button rearrange
							
						",TroubleShooting
4460,"
							UX Suggestion - Jump to Song
							
						",TroubleShooting
4461,"
							If I've downloaded songs, will they still stream (...
							
						",TroubleShooting
4462,"
							BRING BACK THE ACTIVITY FEED - PETITION PLEASE END...
							
						",TroubleShooting
4463,"
							BSOD au lancement (FR)
							
						",TroubleShooting
4464,"
							""Can't play the curent song"" message
							
						",TroubleShooting
4465,"
							Can't send songs to anyone?
							
						",TroubleShooting
4466,"
							Discover Weekly hasn't updated for over two weeks
							
						",TroubleShooting
4467,"
							Spotify app for Windows 10 - Windows phones, Table...
							
						",TroubleShooting
4468,"
							The boolean sliders under preferences extend incor...
							
						",TroubleShooting
4469,"
							cant install spotify on windows 7
							
						",TroubleShooting
4470,"
							Newer Music on playlist missing
							
						",TroubleShooting
4471,"
							friend activity not showing
							
						",TroubleShooting
4472,"
							Some AC/DC songs won't play
							
						",TroubleShooting
4473,"
							[BUG] Desktop client unable to play next song afte...
							
						",TroubleShooting
4474,"
							How do you play songs by one artist in a playlist?
							
						",TroubleShooting
4475,"
							Spotify launches at startup regardless of the sett...
							
						",TroubleShooting
4476,"
							Local file not matched on other system due to song...
							
						",TroubleShooting
4477,"
							Can't get spotify radio on my laptop
							
						",TroubleShooting
4478,"
							Local files unable to find japanese titles anymore
							
						",TroubleShooting
4479,"
							List Radio is Infinite but Song Radio is Not?
							
						",TroubleShooting
4480,"
							Spotify can't play this right now. If you have the...
							
						",TroubleShooting
4481,"
							[Desktop] Desktop Version Windows 10
							
						",TroubleShooting
4482,"
							Recommended Songs
							
						",TroubleShooting
4483,"
							Can no longer edit playlist cover?
							
						",TroubleShooting
4484,"
							Spotify is Auto adding songs to my playlist
							
						",TroubleShooting
4485,"
							Any multi media keys control Spotify sounds only?
							
						",TroubleShooting
4486,"
							Mailbox...?
							
						",TroubleShooting
4487,"
							Spotify connect through PC only works when initiat...
							
						",TroubleShooting
4488,"
							Playlists, Library - all empty
							
						",TroubleShooting
4489,"
							Friend activity only showing two friends
							
						",TroubleShooting
4490,"
							Facebook won't connect
							
						",TroubleShooting
4491,"
							Crackling, shuttering, distortion noises are back
							
						",TroubleShooting
4492,"
							When I pick a song from a band in the artists tab,...
							
						",TroubleShooting
4493,"
							Spotify not working
							
						",TroubleShooting
4494,"
							Add radion station function not visible
							
						",TroubleShooting
4495,"
							Discord+spotify
							
						",TroubleShooting
4496,"
							Artist and Song Suggestions
							
						",TroubleShooting
4497,"
							why is Marching Out album gone on spotify?
							
						",TroubleShooting
4498,"
							Spotify keeps connecting to other devices that are...
							
						",TroubleShooting
4499,"
							Friend activity not showing
							
						",TroubleShooting
4500,"
							missing starred playlist?
							
						",TroubleShooting
4501,"
							Bug: Windows App Incompatible with 3.1 Sound Confi...
							
						",TroubleShooting
4502,"
							cant logg in to my account error 404 but any other...
							
						",TroubleShooting
4503,"
							Clearing the play queue
							
						",TroubleShooting
4504,"
							Latest version of Spotify will not load
							
						",TroubleShooting
4505,"
							Workaround for local file organization
							
						",TroubleShooting
4506,"
							Friend's names are numbers in collaborative playli...
							
						",TroubleShooting
4507,"
							Some podcasts do not play
							
						",TroubleShooting
4508,"
							Local Files not finding all files in folder
							
						",TroubleShooting
4509,"
							Volume erratic on Windows while connected to Disco...
							
						",TroubleShooting
4510,"
							BUG! embedded playlists are linking to albums inst...
							
						",TroubleShooting
4511,"
							Song Skips/Glitches
							
						",TroubleShooting
4512,"
							Error 34 after Offline
							
						",TroubleShooting
4513,"
							Webplayer freezes constantly
							
						",TroubleShooting
4514,"
							Black screen and automatic shut down
							
						",TroubleShooting
4515,"
							Playlist error using older version of Spotify 0.8....
							
						",TroubleShooting
4516,"
							Action keys only work for chrome
							
						",TroubleShooting
4517,"
							Spotify app won't open Windows 7
							
						",TroubleShooting
4518,"
							The visualization of the program is weird and gree...
							
						",TroubleShooting
4519,"
							Spotify skips every 5-10 seconds.
							
						",TroubleShooting
4520,"
							la musica se deja de escuchar cuando conecto el pa...
							
						",TroubleShooting
4521,"
							I can't start spotify
							
						",TroubleShooting
4522,"
							My playlist automatically shuffles when I start it
							
						",TroubleShooting
4523,"
							Spotify Premium can not see Chromecast Audio unit ...
							
						",TroubleShooting
4524,"
							Spotify Premium is skipping like a scratched CD.
							
						",TroubleShooting
4525,"
							spotify web: Label year search doesnt work
							
						",TroubleShooting
4526,"
							HISTORY in the Play Queue
							
						",TroubleShooting
4527,"
							Local Files
							
						",TroubleShooting
4528,"
							Playlist Folder not displaying correctly
							
						",TroubleShooting
4529,"
							Can't log in to spotify desktop version
							
						",TroubleShooting
4530,"
							Spotify queda ""atascado"" en el tiempo
							
						",TroubleShooting
4531,"
							spotify slowly
							
						",TroubleShooting
4532,"
							Is it legal to download music covers?
							
						",TroubleShooting
